german,english,hungarian,type,⍨,score,,
"s schwellen, schwollen/schwellten, geschwollen/geschwellt, schwillst/schwellst, schwillt/schwellt",to swell up; to bulge,bedagadni,verb,2014-10-12,5,,
"h schwimmen, schwammen, geschwommen",to swim,úszni,verb,2014-10-12,5,,
"s schwimmen, schwammen, geschwommen",to float,lebegni,verb,2014-10-12,5,,
"h schwingen, schwangen, geschwungen",to swing sth,lengetni vmit,verb,2014-10-12,5,,
"s schwingen, schwangen, geschwungen",to swing,"lengeni, inogni, billegni",verb,2014-10-12,5,,
"h schwören, schworen, geschworen",to swear,"esküdni, megesküdni, esküdözni",verb,2014-10-12,5,,
h Segel setzen,to set sail,kihajózni,verb,2014-10-14,5,,
h segnen,to bless,megáldani,verb,2014-10-14,5,,
"h sehen, sahen, gesehen, siehst, sieht",to see,látni,verb,2014-05-01,5,,
"h senden, sandten/sendeten, gesandt/gesendet","to send, to forward; to transmit, to broadcast",küldeni; továbbítani,verb,2014-10-12,5,,
h setzen,to set; to put,rakni,verb,2014-10-08,5,,
h setzen + sich (A),to sit down,leülni,verb,2014-10-08,5,,
h sich scheiden lassen,"to get divorced, to divorce",elválni,verb,2014-10-06,5,,
"h sieden, sotten/siedeten, gesotten/gesiedet","to boil; to simmer, seethe",forrni; bugyogni,verb,2014-10-12,5,,
h siegen,to win,győzni,verb,2014-05-01,5,,
h siezen,to use the formal form of address,magázni,verb,2014-07-06,5,,
"h singen, sangen, gesungen",to sing,énekelni,verb,2014-10-12,5,,
"s sinken, sanken, gesunken",to sink,"süllyedni, lesüllyedni",verb,2014-10-12,5,,
"h sinnen, sannen, gesonnen","to think, to ponder, to cogitate (elevated)",gondolkozni (emelkedett),verb,2014-10-12,5,,
"h sitzen, saßen, gesessen","to sit; to stay (in one place), to remain; to be (in a particular place or state); to do time, to spend time in jail (colloquial)","ülni; egyhelyben lenni, maradni; börtönben ülni (informális)",verb,2014-10-12,5,,
h sorgen + für (A),"to look after sth, to take care of sth, to provide",gondoskodni vmiről,verb,2014-05-10,5,,
h sorgen + sich (A) + um,to worry about sb.,aggódni vki miatt,verb,2014-05-10,5,,
h Sorgen machen + sich (A) + um,to worry about sb.,aggódni vki miatt,verb,2014-05-10,5,,
h Sorgen machen + sich (A) + über,to worry about sth.,aggódni vmi miatt,verb,2014-05-10,5,,
h sortieren,to sort; to range; to classify,szortírozni,verb,2014-10-08,5,,
h speichern,to save,"menteni, elmenteni",verb,2014-10-10,5,,
"h speien, spien, gespien",to spit,köpni,verb,2014-10-12,5,,
"h spleißen, splissen, gesplissen",to split,szétválasztani,verb,2014-10-12,5,,
h sport machen,to sport,sportolni,verb,2014-05-01,5,,
"h/s sport treiben, sport trieben, sport getrieben",to sport,sportolni,verb,2014-05-01,5,,
"h sprechen, sprachen, gesprochen, sprichst, spricht",to speak,beszélni,verb,2014-10-12,5,,
"s sprießen, sprossen, gesprossen",to sprout,"csírázni, sarjadni",verb,2014-10-12,5,,
"s springen, sprangen, gesprungen",to jump,ugrani; szökkenni,verb,2014-05-10,5,,
h spüren,to feel,"érezni, érzékelni",verb,2014-08-20,5,,
s stammen,"to descend, to originate, to be derived",származni,verb,2014-08-31,5,,
"h stattfinden, stattfanden, stattgefunden","to take place, to happen",megrendezésre kerülni; helyet kap,verb,2014-05-09,5,,
"h stechen, stachen, gestochen, stichst, sticht",to stick,"szúrni, átszúrni",verb,2014-08-20,5,,
"h stehlen, stahlen, gestohlen, stiehlst, stiehlt",to steal,lopni,verb,2014-10-12,5,,
"s steigen, stiegen, gestiegen","to ascend, to climb; to rise",mászni; lovagolni,verb,2014-05-01,5,,
"s sterben, starben, gestorben, stirbst, stirbt",to die,meghalni,verb,2014-05-09,5,,
s stiefeln,to march,menetelni,verb,2014-05-24,5,,
s stolpern,"to stumble, to trip",megbotlani,verb,2014-08-11,5,,
"h stoßen, stießen, gestoßen, stößt, stößt","to thrust, to bump","lökni, döfni",verb,2014-10-12,5,,
h strecken + sich (A),to stretch,nyújtozkodni,verb,2014-10-18,5,,
"h streichen, strichen, gestrichen",to paint (wall),festeni (falat),verb,2014-05-01,5,,
"h streiten, stritten, gestritten",to argue,veszekedni,verb,2014-05-01,5,,
"h streiten, stritten, gestritten",to argue,veszekedni,verb,2014-05-01,5,,
h stricken,to knit,kötni,verb,2014-10-18,5,,
"h strinken, stranken, gestrunken",to knit,kötni,verb,2014-10-12,5,,
h stützen,"to support; to rest, to lean",védeni,verb,2014-06-06,5,,
h tauschen,"to trade; to exchange, to swap",cserélni; kicserélni,verb,2014-07-30,5,,
"h teilnehmen, teilnahmen, teilgenommen, teilnimmst, teilnimmt",to participate,részt venni,verb,2014-05-11,5,,
h telefonieren,to call; to make calls,telefonálni,verb,2014-05-10,5,,
"h tragen, trugen, getragen",to carry sth,cipelni vmit,verb,2014-10-12,5,,
h trauen,to trust,"bízni, megbízni",verb,2014-08-24,5,,
"h treffen, trafen, getroffen, triffst, trifft + sich (A)",to meet,találkozni,verb,2014-10-08,5,,
"h treiben, trieben, getrieben",to drift; to float,"sodródni; úszni, lebegni",verb,2014-10-12,5,,
"s treiben, trieben, getrieben",to drive (eg. livestock); to urge,terelni; sürgetni,verb,2014-10-12,5,,
h trennen + sich (A) + von (D),"to separate, to disunite",szakítani vkivel,verb,2014-06-09,5,,
"h trinken, tranken, getrunken",to drink,inni,verb,2014-10-12,5,,
"h trügen, trogen, getrogen",to be deceptive,megtévesztőnek lenni,verb,2014-10-12,5,,
"h trügen, trogen, getrogen",to deceive sb,megtéveszteni vkit,verb,2014-10-12,5,,
"h tun, tue, tust, tut, tun, tut, tun, taten, getan",to do,"tenni, csinálni",verb,2014-05-01,5,,
h tuscheln,to whisper,suttogni,verb,2014-08-02,5,,
s typisch sein + für (A),to be typical of sb,tipikus vkitől,verb,2014-10-18,5,,
h üben,to practice,gyakorolni,verb,2014-05-01,5,,
"h über|geben, übergaben, übergeben",to vomit,hányni,verb,2014-05-01,5,,
"h überbringen, überbrächten, überbracht",to deliver,átadni (üzenetet),verb,2014-05-07,5,,
s überfliegen,"to skim (read quickly, skipping some detail)",elrepülni vmi fölött,verb,2014-05-07,5,,
h überholen,to overtake,megelőzni,verb,2014-05-01,5,,
h überhören,to miss hearing sth.; to not hear sth.,"elhallani, átsiklani vmi fölött (beszédben)",verb,2014-05-07,5,,
"h überlassen, überließen, überlassen, überlässt, überlässt",to bequeath,átruházni; ráhagyni vmit (tárgyat),verb,2014-05-01,5,,
s überlaufen,to overflow; to defect,kifutni (pl. tej),verb,2014-05-07,5,,
h überlegen,"to consider, to think, to reason",átgondolni,verb,2014-05-18,5,,
h überlesen,to read over; to ignore,"félreolvasni, átsiklani vmi fölött (olvasásban)",verb,2014-05-07,5,,
"h übernehmen, übernahmen, übernommen, übernimmst, übernimmt",to adopt; to take over,átvenni; átvállalni,verb,2014-05-01,5,,
h überprüfen,to check,leellenőrizni; átvizsgálni,verb,2014-05-07,5,,
h überqueren,"to cross, to traverse","áthaladni, átmenni",verb,2014-05-29,5,,
"h übersehen, übersah, übergesehen, übersiehst, übersieht",to overlook,"elnézni, benézni, nem észrevenni",verb,2014-05-01,5,,
h Überstunde leisten,to do overtime,túlórázni,verb,2014-08-20,5,,
h Überstunde machen,to do overtime,túlórázni,verb,2014-08-20,5,,
s überwechseln,to transfer; to change sides,átváltani; váltani,verb,2014-05-07,5,,
"h überwinden, überwanden, überwunden",to overcome,"legyőzni, legyűrni",verb,2014-10-14,5,,
h überzeugen,to win over,meggyőzni,verb,2014-08-20,5,,
h überzeugen, to convince,meggyőzni,verb,2014-05-11,5,,
"h überziehen, überzogen, überzogen","to put on; to overrun, to overdraw",felvenni; túlkölteni,verb,2014-05-01,5,,
h um|bauen,"to convert (building); to reconstruct, to rebuild",átépíteni,verb,2014-05-07,5,,
h um|buchen,to rebook,átfoglalni,verb,2014-05-01,5,,
h umarmen,"to embrace, to hug",megölelni,verb,2014-05-01,5,,
"h umbenennen, umbenannten, umbenannt",to rename,átnevezni,verb,2014-05-07,5,,
"h umbringen, umbrachten, umgebracht","to kill, to murder",meggyilkolni vkit,verb,2014-05-07,5,,
h umdrehen,to turn; to turn around; to flip; to reverse,megfordulni,verb,2014-06-04,5,,
"h umfahren, umfuhren, umgefahren, umfährst, umfährt",to drive sb over,elütni vkit (fizikálisan),verb,2014-05-07,5,,
"s umfahren, umfuhren, umgefahren, umfährst, umfährt",to bypass,megkerülni (fizikálisan),verb,2014-08-03,5,,
"h umgehen, umgingen, umgegangen",to avoid; to go around,elkerülni (elvont v. fizikális),verb,2014-05-07,5,,
s umkippen,"to overturn, to knock sth over",eldönteni (fizikailag),verb,2014-10-15,5,,
h umsetzen,to implement,megvalósitani,verb,2014-06-04,5,,
s unfreundlich sein + zu (D),to be friendly with sb,vkivel barátságtalannak lenni,verb,2014-10-11,5,,
h Unsinn machen,to do sth stupid,baromságot csinálni; megfontolatlanság,verb,2014-10-15,5,,
"h unterbringen, unterbrachten, untergebracht",to accommodate,"elhelyezni vkit vhol, helyet találni",verb,2014-05-07,5,,
h unterdrücken,to suppress,"elnyomni, elfojtani",verb,2014-05-10,5,,
"s unterkommen, unterkamen, untergekommen",to find accommodation; to find job,megszállni; állást találni; bekerülni,verb,2014-07-14,5,,
h unterlegen,"to underlay, to put under",aláfektetni,verb,2014-05-07,5,,
"h unternehmen, unternahmen, unternommen, unternimmst, unternimmt",to start; to embark on,vállalkozni; csinálni vmit (szabadidőben); tenni vmit,verb,2014-05-07,5,,
h unterrichten,"to teach, to school; to inform",tanítani,verb,2014-05-09,5,,
"h unterscheiden, unterschieden, unterschieden",to distinguish,megkülönböztetni,verb,2014-05-01,5,,
"h unterscheiden, unterschieden, unterschieden + sich (A)",to be distinguished,különbözni,verb,2014-05-01,5,,
"h unterschreiben, untergeschrieben, untergeschrieben",to sign,aláírni,verb,2014-05-07,5,,
h untersuchen,"to examine, to investigate",kivizsgálni,verb,2014-05-01,5,,
h verabreden + sich (A),to arrange,találkozót megbeszélni,verb,2014-05-01,5,,
s verabredet sein + mit (D),to have an appointment with sb,vkivel találkozót megbeszélve lenni,verb,2014-10-18,5,,
h verabschieden,to dismiss; to see off,búcsúztatni,verb,2014-05-24,5,,
h verabschieden + sich (A),to say goodbye,búcsúzni,verb,2014-05-24,5,,
h verändern,to change,megváltoztatni,verb,2014-05-08,5,,
h verankern,to anchor,,verb,2014-09-17,5,,
h verarbeiten,to process,"feldolgozni (anyagot, érzelmet); megmunkálni (anyagot)",verb,2014-05-01,5,,
h verbessern,to improve,"kijavítani, javítani",verb,2014-05-01,5,,
h verbieten + (D),"to forbid, to prohibit",megtiltani,verb,2014-10-13,5,,
"h verbringen, verbrachten, verbrachten",to spend (time),eltölteni (időt),verb,2014-05-01,5,,
h verdauen,to digest,"megemészteni (átv., bio.)",verb,2014-05-01,5,,
h verdecken,to cover; to obscure,eltakarni,verb,2014-05-29,5,,
h verdienen,to earn,keresni (pénzt); kiérdemelni,verb,2014-05-01,5,,
"s verdrießen, verdrossen, verdrossen",to chagrin,bosszantani,verb,2014-10-12,5,,
"h vergessen, vergaßen, vergessen,  vergisst,  vergisst",to forget,elfelejteni,verb,2014-10-08,5,,
"h vergleichen, verglichen, verglichen",to compare,összehasonlítani,verb,2014-05-08,5,,
"h vergleichen, verglichen, verglichen",to compare,összehasonlítani,verb,2014-10-01,5,,
h vergolden,"to gild, to gold-plate",bearanyozni (arannyal bevonni),verb,2014-05-07,5,,
h vergrößern,to enlarge; to extend,megnagyobbítani,verb,2014-05-08,5,,
h verhalten,to behave,viselkedni,verb,2014-10-01,5,,
h verhindern,to prevent,megelőzni; megakadályozni,verb,2014-05-10,5,,
h verknüpfen,to associate,összekapcsolni,verb,2014-05-11,5,,
h verlassen + sich (A) + auf (A),"to trust, to rely on",elhagyni,verb,2014-05-05,5,,
"h verlassen, verließ, verlassen, verlässt, verlässt",to leave,elhagyni,verb,2014-05-05,5,,
h verletzen,"to injure, to hurt",megsérülni,verb,2014-05-01,5,,
s verliebt sein + in (A),to be in love with sb,szerelmesnek lenni vkibe,verb,2014-10-11,5,,
"h verlieren, verloren, verloren",to lose; to be lost,elveszíteni; elveszítve lenni,verb,2014-05-01,5,,
"h vermeiden, vermieden, vermieden",to avoid,elkerülni,verb,2014-07-06,5,,
"h vernehmen, vernahmen, vernommen, vernimmst, vernimmt","to question, to examine",kihallgatni (rendőrségi),verb,2014-05-07,5,,
h veröffentlichen,to publish,"publikálni, közzétenni",verb,2014-05-10,5,,
h verpassen,to miss,lemaradni,verb,2014-05-01,5,,
"h verraten, verrätst, verrieten, verraten, verrät","to betray, to rat out; to reveal",elárulni,verb,2014-08-11,5,,
h verrechnen + sich (A),to miscalculate,elszámolni magát,verb,2014-05-07,5,,
h verreisen,to make a journey,elutazni,verb,2014-06-06,5,,
h versäumen,to miss,lemaradni,verb,2014-05-01,5,,
h verschenken,to give away,odaajándékozni; elajándékozni,verb,2014-05-01,5,,
"h verschieben, verschoben, verschoben","to move, to shift; to postpone",eltolni; elhalasztani,verb,2014-05-01,5,,
h verschlafen,"to oversleep, to sleep in",elaludni (túlaludni),verb,2014-05-07,5,,
h verschwenden,to waste,"pazarolni, tékozolni, elpazarolni, eltékozolni",verb,2014-10-14,5,,
"s verschwinden, verschwanden, verschwunden","to vanish, to disappear",eltűnni,verb,2014-05-01,5,,
"h versehen, versahen, versehen",to provide (sthg with sthg),ellátni (vmit vmivel),verb,2014-06-04,5,,
h versorgen,"to supply, to provide;  to treat (med.)",ellátni,verb,2014-05-01,5,,
"h versprechen, versprachen, versprochen, versprichst, verspricht",to promise,megígérni,verb,2014-09-10,5,,
h versterken,to strenghten,erősíteni,verb,2014-10-09,5,,
s verstummen,"to go mute, to fall silent","elnémulni, csöndben maradni",verb,2014-10-14,5,,
h verursachen,to cause,okozni,verb,2014-06-04,5,,
h verwechseln + mit (D),"to confuse with, to mistake with",összetéveszteni vmivel v. vkivel,verb,2014-05-01,5,,
h verwenden,to use,"alkalmazni, használni",verb,2014-05-29,5,,
"h verwenden, verwendeten/verwandten, verwendet/verwandt",to use,használni,verb,2014-05-01,5,,
h verwöhnen,to spoil,elkényeztetni,verb,2014-05-01,5,,
h verwöhnen,"to indulge, to spoil",elkényeztetni,verb,2014-08-31,5,,
h verzehren,to consume,elfogyasztani,verb,2014-05-01,5,,
"h verzeihen, verziehen, verziehen",to forgive; to pardon; to excuse,megbocsájtani,verb,2014-08-20,5,,
h vögeln,to fuck (vulg),dugni (vulg),verb,2014-05-01,5,,
h vor|machen + (D),"to fool, to deceive (colloquial)",megtéveszteni vkit,verb,2014-08-31,5,,
h vor|machen + sich (D),to lie to oneself,"beképzelni magának vmit, hazudni magának",verb,2014-08-31,5,,
h vorarbeiten,to do preliminary work,előredolgozni,verb,2014-05-07,5,,
"s vorausgehen, vorausgingen, vorausgegangen","to lead, to go ahead",előre menni (hely vagy idő),verb,2014-05-24,5,,
"s vorbein sein, vorbei bin, vorbei bist, ist, vorbei sein, vorbei seid, vorbei sein, vorbei waren, vorbei gewesen",to end,véget érni,verb,2014-10-11,5,,
"s vorbeifahren, vorbeifuhren, vorbeigefahren, vorbeifährst, vorbeifährt",to drive by,beugrani vkihez,verb,2014-05-09,5,,
"s vorbeikommen, vorbeikamen, vorbeigekommen",to come over,beugrani (beszélőhöz),verb,2014-05-09,5,,
h vorbereiten,to prepare,felkészülni,verb,2014-05-11,5,,
"h vorbringen, vorbrachten, vorgebracht",to bring forward (object); to put forward (topic),előrehozni (fizikai); felhozni (témát),verb,2014-05-07,5,,
"h vorhaben, vorhatten, vorgehabt",to intend,"tervezni, szándékozni",verb,2014-08-20,5,,
h vorhersagen,"to forecast, to predict",megjósolni vmit,verb,2014-05-07,5,,
"s vorkommen, vorkamen, vorgekommen","to occur, to happen; to seem, to appear",előfordulni,verb,2014-08-20,5,,
h vorlaufen,to run in front; to run ahead,előreszaladni,verb,2014-05-07,5,,
"h vorlesen, vorlasen, vorgelesen, vorliest, vorliest",to read aloud,felolvasni,verb,2014-05-01,5,,
"h vornehmen, vornahmen, vorgenommen, vornimmst, vornimmt",to undertake,előrevenni (sorban); elővenni (vkit vmiért); eltervezni (vmit); elhatározni (vmit),verb,2014-05-07,5,,
"h vorschlagen, vorschlugen, vorgeschlagen, vorschlägst, vorschlägt",to propose,javasolni,verb,2014-05-18,5,,
"h vorschreiben, vorschrieben, vorgeschrieben","to dictate, to command",előírni,verb,2014-05-29,5,,
"h vorsingen, vorsangen, vorgesungen",to sing,elénekelni,verb,2014-05-01,5,,
h vorstellen,to introduce sb,bemutatni,verb,2014-05-09,5,,
h vorstellen + sich (A),to introduce oneself,bemutatkozni,verb,2014-05-09,5,,
h vorstellen + sich (D),to imagine,elképzelni,verb,2014-05-18,5,,
h vorverlegen,to bring forward (in time); to accelarate,előrehozni (időt),verb,2014-05-07,5,,
"h voten, voteten, gevotet",to vote,voksol,verb,2014-05-01,5,,
"s wachsen, wuchsen/wachsten, gewachsen/gewachst, wächst/wachst, wächst/wachst"," to grow, to increase","nőni, növekedni",verb,2014-10-12,5,,
h wagen,to risk,merészkedni,verb,2014-10-14,5,,
s wandern,"to hike, to wander",kirándulni,verb,2014-05-10,5,,
h warnen,to warn,figyelmeztetni,verb,2014-05-01,5,,
"h waschen, wuschen, gewaschen, wäschst, wäscht",to wash,mosni,verb,2014-10-12,5,,
"h weben, woben/webten, gewoben/gewebt",to intertwine,szőni,verb,2014-10-12,5,,
h wecken,to arouse,fölébreszteni,verb,2014-05-01,5,,
"h wegbringen, wegbrachten, weggebracht",to take,elvinni,verb,2014-05-01,5,,
"h wegessen, wegaßen, weggegessen",to eat sth. up (leaving nothing),elenni (vmit vki elől),verb,2014-05-07,5,,
"h weggeben, weggaben, weggegeben, weggibst, weggibt",to give away,odaadni,verb,2014-05-09,5,,
"s weggehen, weggingen, weggegangen",to go away,elmenni vhova; elmenni vhonnan,verb,2014-05-18,5,,
h weglegen,to put away,elrakni,verb,2014-05-07,5,,
"h wegnehmen, wegnahmen, weggenommen, wegnimmst, wegnimmt","to remove, to take away",elvenni (vmit vhonnan),verb,2014-05-07,5,,
"h wegtrinken, wegtranken, weggetrunken",to drink sth up (leaving nothing),elinni (vmit vki elől),verb,2014-05-07,5,,
"h wegwerfen, wegwarfen, weggeworfen, wegwirfst, wegwirft","to litter, to dump; to discard",eldobni; kidobni,verb,2014-08-06,5,,
"h weisen, wiesen, gewiesen, weist, weist",to indicate; to show,mutatni,verb,2014-10-12,5,,
"h wissen, weiß, weißt, weiß, wissen, wisst/wißt, wissen, wussten/wußten, gewusst/gewußt",to know,tudni,verb,2014-10-12,5,,
"h wenden, wandten/wendeten, gewandt/gewendet + sich (A)", to turn; to turn around,"fordulni, megfordulni",verb,2014-10-12,5,,
"h werben, warben, geworben, wirbst, wirbt",to recruit; to enlist,"szerezni; besorozni, toborozni",verb,2014-10-12,5,,
"s werden, wurden, geworden, wirst, wird","to going to (future tense); to be done (passive), to become, to get, to turn",fogni (jövő idő); (passzív segédige); vmivé válni,verb,2014-10-12,5,,
"h werfen, warfen, geworfen, wirfst, wirft",to throw,dobni,verb,2014-10-12,5,,
h wetten,to bet,fogadás (sport),verb,2014-05-01,5,,
s wichtig sein + für (A),to be important,vki/vmi fontos,verb,2014-10-11,5,,
h widersetzen + sich (A),to defy,ellenállást tanúsítani,verb,2014-05-07,5,,
"h widersprechen, widersprachen, widersprochen",to contradict; to object,visszabeszélni; ellentmondani,verb,2014-05-07,5,,
h wiederholen,to repeat,ismételni,verb,2014-05-07,5,,
"h wollen, will, willst, will, wollen, wollt, wollen, wollten, gewollt",to want,akarni,verb,2014-10-12,5,,
"h winden, wanden/windeten, gewunden/gewindet",to wind; to twist; to squirm,teker; csűr-csavar,verb,2014-10-12,5,,
h wohlfühlen,to feel comfortable,jól érezni magát,verb,2014-06-06,5,,
"h wringen, wrangen, gewrungen",to wring,szorítani,verb,2014-10-12,5,,
s wütend sein + auf (A),to be angry at sb,haragudni vkire,verb,2014-10-18,5,,
h zaubern,"to conjure, to perform magic",varázsolni,verb,2014-09-10,5,,
h zeigen,to show,mutatni,verb,2014-10-10,5,,
"h zeihen, ziehen, geziehen",to accuse,hibáztatni,verb,2014-10-12,5,,
"h zerbrechen, zerbrachen, zerbrochen, zerbrichst, zerbricht","to break; to break down, to destroy",széttörni,verb,2014-05-07,5,,
h zerdrücken,to crush; to mash; to squash,szétnyomni,verb,2014-05-07,5,,
"s zerfallen, zerfielen, zerfallen, zerfällst, zerfällt",to disintegrate; to decay,szétesni (átv is),verb,2014-05-07,5,,
h zerkochen,to cook sth. to a pulp; to cook to rags,szétfőzni,verb,2014-05-07,5,,
h zerlegen,"to dismantle, to disassemble; to decompose; to dismember, to dissect",szétszedni,verb,2014-05-15,5,,
h zerstören,"to destroy, to demolish","elpusztít, tönkretesz",verb,2014-05-01,5,,
h zerteilen,"to dissipate, to dissect",feldarabolni,verb,2014-05-07,5,,
"h ziehen, zogen, gezogen",to pull; to drag,húzni,verb,2014-10-12,5,,
h zielen,to aim,célozni,verb,2014-09-29,5,,
h zubereiten,to prepare (food),előkészíteni; elkészíteni (ételt),verb,2014-05-11,5,,
h zudecken,"to cover, to cover up",betakarni,verb,2014-05-07,5,,
"s zugehen, zugingen, zugegangen",to approach; to shut,odamenni (vkihez); becsukódni,verb,2014-05-07,5,,
h zuhören,to listen,odafigyelni (vkire),verb,2014-05-07,5,,
"h zunehmen, zunahmen, zugenommen, zunimmst, zunimmt",to gain weight,"hízni, felszedni",verb,2014-05-07,5,,
h zuordnen,to assign,hozzárendelni,verb,2014-05-07,5,,
"h zurückbringen, zurückbrachten, zurückgebracht",to bring back,visszavinni,verb,2014-05-07,5,,
h zurückholen,to retrieve; to reclaim; to fetch back,visszahozni,verb,2014-05-07,5,,
"h zurücknehmen, zurücknahmen, zurückgenommen, zurücknimmst, zurücknimmt",to withdraw; to retract,visszavenni,verb,2014-05-07,5,,
"h zurückschlagen, zurückschlugen, zurückgeschlagen, zurückschlägst, zurückschlägt",to strike back,visszaütni,verb,2014-05-07,5,,
h zusagen,to accept; to promise to come,elfogadni; megígérni,verb,2014-05-18,5,,
"s zusammenbrechen, zusammenbrachen, zusammengebrochen, zusammenbrichst, zusammenbricht",to collapse (person),összeomlani (ember),verb,2014-05-07,5,,
"h zusammenbringen, zusammenbrachten, zusammengebracht",to bring together; to scrape together,összehozni (egy helyre),verb,2014-05-07,5,,
"h zusammenfassen, zusammenfassten, zusammengefasst","to outline, to summarize","összefoglalni, összegezni",verb,2014-07-06,5,,
s zusammenstürzen,"to collapse (building, etc.)",összeomlani,verb,2014-05-07,5,,
h zusehen + (D) + bei (D),to watch (sthg happening),nézni (vmi cselekményt),verb,2014-05-09,5,,
h zutrauen + sich (D) + etwas,to believe in sb,hinni valakiben vmi megoldására,verb,2014-08-24,5,,
"h zwingen, zwangen, gezwungen",to force,"kényszeríteni, eröltetni",verb,2014-10-12,5,,
"s zwischengehen, zwischengingen, zwischengegangen",to intervene,közéállni (átv is.),verb,2014-05-07,5,,
lässig,"casual, nonchalant, cool",laza,adj,2014-10-14,5,,
s unkippen,"to upset sth, to overturn; to faint",eldőlni; elájulni,verb,2014-10-20,5,,
umgekippt,overturned; upset,eldőlt (fizikailag),adj,2014-10-15,5,,
ein Kind kriegen,to have a baby,babát akarni,exp,2014-10-14,5,,
s langweilig sein,to be bored,unatkozni,verb,2014-10-18,5,,
es schwer haben,to have a hard time,nehezére esik; nehéz dolga van,exp,2014-10-14,5,,
Meine Deutsch-Sprachverwendung ist elementar.,,,exp,2014-09-23,5,,
Meiner deutsche Kenntnissstand ist grundliegend.,,,exp,2014-09-23,5,,
h anmachen + (A),"to chat up, come on to sb",kikezdeni vkivel; kötekedni vkivel; bekapcsolni vmit,verb,2014-10-14,5,,
s hingehen + zu (D),to go forth; to go there,"odamenni vkihez, odamenni vhova",verb,2014-08-06,5,,
"h/s hochfahren, hochfuhren, hochgefahren, hochfährst, hochfährt",to boot,betölteni,verb,2014-10-06,5,,
h leicht fallen + (D),to come naturally to sb,könnyűnek találni vkit,verb,2014-10-09,5,verb?,
"h leihen, liehen, geliehen","to lend, to loan (US); to borrow",kölcsönözni; kölcsön adni; kölcsön kérni,verb,2014-10-12,5,használat?,
"h raten, rieten, geraten, rätst, rät",to guess sth,kitalálni vmit,verb,2014-10-12,5,fontos?,
"h reiben, rieben, rieben",to rub,"dörzsölni, horzsolni",verb,2014-10-12,5,horzsolni?,
"h riechen, rochen, gerochen + nach (D)",to have a scent; to smell,"vmilyen szagúnak lenni, vmilyen szagot/illatot árasztani",verb,2014-10-12,5,A? D?,
"h saugen, sogen/saugten, gesogen/gesaugt",to suck,"szívni, szopni (nem vulgáris)",verb,2014-10-12,5,nem vulgáris?,
"h schließen, schlossen, geschlossen","to shut, to close, to shut down; to conclude, to end, to close;  to come to (an agreement), to enter into (a relationship), to reach (a settlement)",,verb,2014-10-12,5,mi fontos?,
"h schmeißen, schmissen, geschmissen","to throw, to fling, to hurl, to chuck; to slam, to bang;  to manage sth, to handle sth, to deal with sth, to run sth",,verb,2014-10-12,5,mi fontos?,
"s schreiten, schritten, geschritten","to stride, to step, to walk deliberately",kilépni; átlépni,verb,2014-10-12,5,jó? fontos?,
"s schwinden, schwanden, geschwunden","to dwindle (to decrease, shrink, vanish)","fogyni, elfogyni; elmúlni; eltűnni",verb,2014-10-12,5,jó? fontos?,
"h spinnen, spannen, gesponnen",to spin,"fonni, sodorni, szőni; forogni, pörögni",verb,2014-10-12,5,ez mind?,
s stammen,to descend; to originate,való,verb,2014-09-10,5,származni?,
"h treten, traten, getreten, trittst, tritt","to step, to tread, to trample; to kick sth.",taposni vmit; rúgni vmit,verb,2014-10-12,5,,
"s treten, traten, getreten, trittst, tritt","to step, to tread; to pedal; to walk",taposni; sétálni,verb,2014-10-12,5,,
h umwandeln,"to convert, to cast",megváltoztat; transzformál,verb,2014-10-10,5,to commute?,
"s weichen, wichen, gewichen",to yield,kitermelés,verb,2014-10-12,5,jó?,
h jucken,to itch; to bother (slang),viszketni; zavarni (slang),verb,2014-10-20,5,zavarni?,
ätzend,,szar,adj,2015-02-15,5,,
bequem,,kényelmes,adj,2015-04-18,5,,
erstaunlich,,meglepő,adj,2015-03-09,5,,
gemein,mean; nasty,gonosz,adj,2015-02-07,5,,
gesamt,"entire, whole",egész,adj,2015-02-05,5,,
gleichzeitig,,egyszerre,adj,2015-03-13,5,,
gründlich,,alapos,adj,2015-03-29,5,,
kurzfristig,,rövid távon,adj,2015-03-30,5,,
kuschelweich,"fluffy, soft, cuddly","bolyhos, puha",adj,2014-11-02,5,,
leise,,halk,adj,2015-03-04,5,,
locker,,"laza, lazán",adj,2015-03-13,5,,
machbar,"feasible, viable","megvalósítható, kivitelezhető",adj,2014-10-26,5,,
sparsam,,takarékos,adj,2015-03-13,5,,
umfangreich,,"hatalmas, nehéz (tantárgy, feladat, egyéb átv.)",adj,2015-03-04,5,,
unterschiedlich,different,"változó, változóan",adj,2014-10-20,5,,
veraltet,,elavult,adj,2015-03-09,5,,
wach,,ébren,adj,2015-03-13,5,,
wählerisch,,válogatós,adj,2015-03-15,5,,
wahr,"true, genuine, real","igaz, valódi",adj,2014-10-20,5,,
einigermaßen,somewhat,nagyjából,adv,2015-02-01,5,,
nämlich,,mivel,adv,2015-03-09,5,,
somit,,ezáltal,adv,2015-03-04,5,,
sondern,,hanem,adv,2015-02-28,5,,
vermutlich,,feltételezhetően,adv,2015-02-15,5,,
vor allem,above all; first and foremost,elsősorban; leginkább; mindenekelőtt,adv,2015-02-07,5,,
zumal,,"annál is inkább, hogy",adv,2015-03-04,5,,
"... um so (comperative), als ...",,"annál inkább, hogy",exp,2015-03-09,5,,
